victims,state,verb,report_date,year
1,MN,arrested,3/20/2012,2012
1,MN,arrested,3/20/2012,2012
1,MN,arrested,3/20/2012,2012
1,MN,arrested,3/20/2012,2012
3,NA,arrested,3/20/2012,2012
1,AP,arrested,3/20/2012,2012
1,TR,surrendered,3/20/2012,2012
2,AS,arrested,3/21/2012,2012
1,AS,arrested,3/21/2012,2012
2,NA,arrested,3/22/2012,2012
4,MN,arrested,3/22/2012,2012
1,MN,arrested,3/22/2012,2012
2,NA,arrested,3/22/2012,2012
1,AS,arrested,3/22/2012,2012
1,JK,arrested,3/22/2012,2012
2,JK,killed,3/23/2012,2012
23,JK,injured,3/23/2012,2012
1,JK,killed,3/23/2012,2012
1,JK,injured,3/23/2012,2012
1,NA,killed,3/23/2012,2012
1,MN,killed,3/23/2012,2012
1,MN,arrested,3/23/2012,2012
1,MN,arrested,3/23/2012,2012
1,AP,surrendered,3/23/2012,2012
4,JH,injuring,3/23/2012,2012
2,JH,arrested,3/23/2012,2012
5,NA,arrested,3/23/2012,2012
1,CT,killed,3/24/2012,2012
2,AS,arrested,3/24/2012,2012
2,AS,arrested,3/24/2012,2012
2,AS,arrested,3/24/2012,2012
4,AS,arrested,3/24/2012,2012
3,JH,arrested,3/24/2012,2012
1,MN,killed,3/24/2012,2012
1,MN,killed,3/26/2012,2012
1,MN,injured,3/26/2012,2012
1,MN,arrested,3/26/2012,2012
1,MN,arrested,3/26/2012,2012
1,AS,arrested,3/26/2012,2012
1,ML,arrested,3/26/2012,2012
2,ML,surrendered,3/26/2012,2012
1,CT,killed,3/27/2012,2012
1,MH,killed,3/27/2012,2012
5,BR|JH,arrested,3/27/2012,2012
2,BR|JH,arrested,3/27/2012,2012
1,MN,arrested,3/27/2012,2012
2,ML,arrested,3/27/2012,2012
12,MH,killed,3/28/2012,2012
28,MH,injured,3/28/2012,2012
1,AS,arrested,3/28/2012,2012
2,NA,arrested,3/28/2012,2012
2,MH,arrested,3/28/2012,2012
1,MH,killed,3/28/2012,2012
2,MH,arrested,3/28/2012,2012
2,MH,arrested,3/28/2012,2012
13,NA,arrested,3/28/2012,2012
3,NA,arrested,3/28/2012,2012
1,AS,arrested,3/29/2012,2012
1,AS,arrested,3/29/2012,2012
3,NL,killed,3/29/2012,2012
2,OR,arrested,3/29/2012,2012
2,AP,arrested,3/29/2012,2012
3,NA,killed,3/30/2012,2012
1,NA,killed,3/30/2012,2012
10,NA,injured,3/30/2012,2012
1,AS,killed,3/31/2012,2012
2,AS,injured,3/31/2012,2012
1,MN,arrested,3/31/2012,2012
2,MN,arrested,3/31/2012,2012
20,GJ,arrested,3/31/2012,2012
2,ML,arrested,3/31/2012,2012
2,MH,arrested,3/31/2012,2012
1,WB,arrested,3/31/2012,2012
1,NA,arrested,3/31/2012,2012
1,BR|JH,killed,4/1/2012,2012
1,AS,killed,4/1/2012,2012
1,AP,arrested,4/1/2012,2012
75,AP,surrendered,4/1/2012,2012
0,AP,surrendered,4/1/2012,2012
1,JK,arrested,4/2/2012,2012
20,JK,injured,4/2/2012,2012
1,BR|JH,arrested,4/2/2012,2012
2,MH,killed,4/3/2012,2012
0,CT,injured,4/3/2012,2012
2,AS,arrested,4/3/2012,2012
2,AS,arrested,4/3/2012,2012
1,AS,killed,4/3/2012,2012
6,AS,arrested,4/3/2012,2012
1,BR|JH,arrested,4/3/2012,2012
1,OR,killed,4/4/2012,2012
26,JK,surrendered,4/4/2012,2012
26,JK,surrendered,4/4/2012,2012
1,NA,arrested,4/4/2012,2012
1,AS,arrested,4/4/2012,2012
1,JH,injured,4/5/2012,2012
5,AS,arrested,4/5/2012,2012
2,AS,arrested,4/5/2012,2012
1,MN,arrested,4/5/2012,2012
2,MN,arrested,4/5/2012,2012
1,OR,arrested,4/5/2012,2012
1,OR,surrendered,4/5/2012,2012
1,BR|JH,arrested,4/5/2012,2012
1,UP,arrested,4/5/2012,2012
0,JK,arrested,4/5/2012,2012
5,JK,killed,4/6/2012,2012
1,JH,injured,4/6/2012,2012
1,CT,killed,4/6/2012,2012
5,CT,killed,4/6/2012,2012
1,AS,arrested,4/6/2012,2012
5,TR,arrested,4/6/2012,2012
1,MN,arrested,4/6/2012,2012
1,ML,injuring,4/7/2012,2012
20,JK,injured,4/7/2012,2012
2,AS,arrested,4/7/2012,2012
4,BR|JH,arrested,4/8/2012,2012
1,AS,killed,4/9/2012,2012
4,CT,arrested,4/10/2012,2012
1,NA,arrested,4/10/2012,2012
1,NA,arrested,4/10/2012,2012
13,NA,killed,4/10/2012,2012
1,JK,arrested,4/10/2012,2012
1,OR,arrested,4/10/2012,2012
1,AS,arrested,4/11/2012,2012
1,MN,arrested,4/11/2012,2012
1,MN,arrested,4/11/2012,2012
1,AP,surrendered,4/11/2012,2012
1,AP,surrendered,4/11/2012,2012
6,MH,arrested,4/12/2012,2012
1,NA,arrested,4/12/2012,2012
1,NA,arrested,4/12/2012,2012
1,AS,killed,4/13/2012,2012
3,MN,arrested,4/13/2012,2012
1,BR|JH,arrested,4/13/2012,2012
1,WB,arrested,4/13/2012,2012
1,NA,arrested,4/13/2012,2012
1,MH,killed,4/14/2012,2012
1,MH,injured,4/14/2012,2012
2,ML,injured,4/16/2012,2012
1,JK,injured,4/16/2012,2012
3,AS,arrested,4/16/2012,2012
1,JH,arrested,4/16/2012,2012
1,AS,killed,4/17/2012,2012
1,MN,arrested,4/18/2012,2012
4,NA,arrested,4/18/2012,2012
12,CT,injured,4/19/2012,2012
1,MN,arrested,4/19/2012,2012
3,AS,arrested,4/19/2012,2012
1,AP,killed,4/20/2012,2012
2,AP,arrested,4/20/2012,2012
1,NA,killing,4/20/2012,2012
2,OR,injured,4/20/2012,2012
2,MN,arrested,4/20/2012,2012
3,JH,arrested,4/20/2012,2012
2,NA,arrested,4/20/2012,2012
2,TN,arrested,4/20/2012,2012
1,NA,arrested,4/21/2012,2012
2,NA,arrested,4/21/2012,2012
2,CT,killing,4/22/2012,2012
1,AS,arrested,4/22/2012,2012
1,AS,arrested,4/22/2012,2012
2,NL,killed,4/23/2012,2012
1,AS,arrested,4/23/2012,2012
2,AS,arrested,4/23/2012,2012
4,AS,surrendered,4/23/2012,2012
1,JH,arrested,4/23/2012,2012
1,JH,arrested,4/23/2012,2012
1,MN,arrested,4/23/2012,2012
1,MN,arrested,4/23/2012,2012
2,JK,arrested,4/23/2012,2012
5,NA,killed,4/23/2012,2012
1,MH,killed,4/24/2012,2012
1,JK,arrested,4/24/2012,2012
1,AP,arrested,4/24/2012,2012
2,KL,arrested,4/25/2012,2012
1,NA,arrested,4/25/2012,2012
1,MH,killed,4/26/2012,2012
1,MH,injured,4/26/2012,2012
1,ML,killed,4/26/2012,2012
1,AS,arrested,4/26/2012,2012
1,NA,arrested,4/26/2012,2012
2,NA,arrested,4/26/2012,2012
1,MN,arrested,4/26/2012,2012
2,MH,killed,4/27/2012,2012
1,MN,arrested,4/27/2012,2012
3,NA,arrested,4/27/2012,2012
6,BR|JH,injured,4/28/2012,2012
1,OR,surrendered,4/28/2012,2012
1,AP,arrested,4/28/2012,2012
1,NA,arrested,4/28/2012,2012
1,ML,arrested,4/28/2012,2012
1,AS,injured,4/30/2012,2012
3,MN,arrested,4/30/2012,2012
2,MN,arrested,4/30/2012,2012
1,BR|JH,arrested,4/30/2012,2012
10,NA,killed,4/30/2012,2012
4,AR,arrested,4/30/2012,2012
1,CT|MP,arrested,4/30/2012,2012
27,NA,arrested,5/1/2012,2012
7,AS,arrested,5/1/2012,2012
1,JH,arrested,5/1/2012,2012
1,JH,arrested,5/1/2012,2012
103,MN,surrendered,5/1/2012,2012
3,JK,arrested,5/20/2012,2012
2,NA,arrested,5/20/2012,2012
3,AS,arrested,5/21/2012,2012
3,AS,arrested,5/21/2012,2012
4,JK,arrested,5/21/2012,2012
1,JK,killed,5/21/2012,2012
1,MN,arrested,5/21/2012,2012
1,MN,arrested,5/21/2012,2012
1,BR|JH,arrested,5/21/2012,2012
1,JK,killed,5/22/2012,2012
1,PB,arrested,5/22/2012,2012
2,AS,arrested,5/22/2012,2012
1,AS,arrested,5/22/2012,2012
2,MN,arrested,5/22/2012,2012
1,MN,arrested,5/22/2012,2012
1,MN,arrested,5/22/2012,2012
5,BR|JH,arrested,5/22/2012,2012
2,WB,arrested,5/22/2012,2012
1,CT,killed,5/23/2012,2012
1,JK,killing,5/23/2012,2012
2,AS,injured,5/23/2012,2012
2,JH,arrested,5/23/2012,2012
1,JH,arrested,5/23/2012,2012
1,JH,arrested,5/23/2012,2012
1,MN,arrested,5/23/2012,2012
1,MN,arrested,5/23/2012,2012
1,OR,arrested,5/23/2012,2012
1,NA,killed,5/24/2012,2012
2,AS,arrested,5/24/2012,2012
1,MH,killed,5/24/2012,2012
2,MH,arrested,5/24/2012,2012
1,NA,arrested,5/24/2012,2012
1,UP,arrested,5/25/2012,2012
2,JK,arresting,5/25/2012,2012
1,ML,arrested,5/25/2012,2012
1,ML,arrested,5/26/2012,2012
2,ML,surrendered,5/26/2012,2012
1,JK,arrested,5/26/2012,2012
1,MN,arrested,5/26/2012,2012
1,CT|MP,killed,5/27/2012,2012
1,BR|JH,arrested,5/27/2012,2012
0,JH,arrested,5/27/2012,2012
0,JH,arrested,5/27/2012,2012
3,OR,injured,5/28/2012,2012
4,MN,arrested,5/28/2012,2012
1,MN,arrested,5/28/2012,2012
1,MN,arrested,5/28/2012,2012
2,MN,arrested,5/28/2012,2012
3,AS,arrested,5/28/2012,2012
1,AS,arrested,5/28/2012,2012
2,AS,arrested,5/28/2012,2012
3,NA,arrested,5/28/2012,2012
1,AP,injured,5/29/2012,2012
1,WB,arrested,5/29/2012,2012
1,AS,killed,5/30/2012,2012
2,NL,injured,5/30/2012,2012
7,JK,injured,5/30/2012,2012
1,JK,arrested,5/30/2012,2012
3,JH,arrested,5/30/2012,2012
2,JH,arrested,5/30/2012,2012
1,JH,arrested,5/30/2012,2012
3,AP,arrested,5/30/2012,2012
2,KL,arrested,5/30/2012,2012
1,BR|JH,arrested,5/30/2012,2012
1,UP,arrested,5/30/2012,2012
2,MN,killed,5/31/2012,2012
1,ML,killed,5/31/2012,2012
3,ML,injured,5/31/2012,2012
1,AS,killed,5/31/2012,2012
2,AS,arrested,5/31/2012,2012
7,JK,injured,5/31/2012,2012
1,JH,arrested,5/31/2012,2012
1,JH,arrested,5/31/2012,2012
1,NL,arrested,5/31/2012,2012
1,AS,killed,6/1/2012,2012
1,AS,killed,6/1/2012,2012
1,MN,arrested,6/1/2012,2012
1,MN,arrested,6/1/2012,2012
1,MN,arrested,6/1/2012,2012
1,MN,injured,6/1/2012,2012
2,JH,arrested,6/1/2012,2012
8,JH,killed,6/1/2012,2012
1,OR,arrested,6/1/2012,2012
1,MN,arrested,6/2/2012,2012
1,MN,arrested,6/2/2012,2012
1,JH,arrested,6/2/2012,2012
23,JH,killed,6/2/2012,2012
1,NA,arrested,6/2/2012,2012
1,NA,arrested,6/2/2012,2012
1,OR,arrested,6/3/2012,2012
2,CT,killed,6/4/2012,2012
1,CT,killed,6/4/2012,2012
5,CT,injured,6/4/2012,2012
2,BR|JH,killed,6/4/2012,2012
2,BR|JH,arrested,6/4/2012,2012
1,JH,killed,6/4/2012,2012
2,JH,arrested,6/4/2012,2012
2,JH,arrested,6/4/2012,2012
1,JH,arrested,6/4/2012,2012
1,JK,injured,6/4/2012,2012
2,JK,arrested,6/4/2012,2012
1,AS,arrested,6/4/2012,2012
1,NA,arrested,6/4/2012,2012
4,NA,arrested,6/4/2012,2012
3,BR|JH,killed,6/5/2012,2012
1,JK,injured,6/5/2012,2012
5,AP,arrested,6/5/2012,2012
1,CT,killed,6/6/2012,2012
1,ML,arrested,6/6/2012,2012
3,BR|JH,arrested,6/6/2012,2012
1,AS,arrested,6/6/2012,2012
0,NA,arrested,6/6/2012,2012
2,JH,killed,6/7/2012,2012
2,MN,arrested,6/7/2012,2012
4,AS,arrested,6/7/2012,2012
1,AS,arrested,6/7/2012,2012
3,NA,arrested,6/7/2012,2012
1,MN,arrested,6/8/2012,2012
2,NA,injuring,6/8/2012,2012
1,NL,injured,6/8/2012,2012
2,AS,arrested,6/8/2012,2012
1,AS,arrested,6/8/2012,2012
1,AR,arrested,6/8/2012,2012
6,NA,arrested,6/8/2012,2012
5,NA,arrested,6/9/2012,2012
1,JH,killed,6/9/2012,2012
7,NL,arrested,6/9/2012,2012
2,JK,arrested,6/9/2012,2012
2,NA,arrested,6/9/2012,2012
1,CT,killed,6/10/2012,2012
1,OR,killed,6/10/2012,2012
5,JH,arrested,6/10/2012,2012
1,BR|JH,arrested,6/10/2012,2012
2,BR|JH,killed,6/11/2012,2012
9,BR|JH,injured,6/11/2012,2012
4,BR|JH,arrested,6/11/2012,2012
1,BR|JH,arrested,6/11/2012,2012
3,BR|JH,arrested,6/11/2012,2012
1,CT,killed,6/11/2012,2012
1,MN,arrested,6/11/2012,2012
1,MN,arrested,6/11/2012,2012
2,MN,arrested,6/11/2012,2012
1,JK,arrested,6/11/2012,2012
5,AS,arrested,6/11/2012,2012
2,AS,arrested,6/11/2012,2012
2,ML,arrested,6/11/2012,2012
1,NA,arrested,6/11/2012,2012
2,MN,arrested,6/12/2012,2012
1,MN,arrested,6/12/2012,2012
1,AS,arrested,6/12/2012,2012
1,OR,killed,6/13/2012,2012
1,MH,killed,6/13/2012,2012
3,NL,arrested,6/13/2012,2012
2,CT,arrested,6/13/2012,2012
2,CT,arrested,6/13/2012,2012
2,JK,arrested,6/13/2012,2012
1,MH,killed,6/14/2012,2012
1,JK,killing,6/14/2012,2012
3,JK,injuring,6/14/2012,2012
1,MN,arrested,6/14/2012,2012
2,OR,arrested,6/14/2012,2012
5,JK,arrested,6/14/2012,2012
1,AS,arrested,6/14/2012,2012
5,AS,arrested,6/14/2012,2012
2,BR|JH,arrested,6/15/2012,2012
5,JK,arrested,6/15/2012,2012
5,JK,arrested,6/15/2012,2012
1,JK,surrendered,6/15/2012,2012
3,AS,arrested,6/15/2012,2012
1,OR,arrested,6/15/2012,2012
1,CT,arrested,6/15/2012,2012
1,MN,arrested,6/15/2012,2012
3,ML,killed,6/16/2012,2012
1,ML,surrendered,6/16/2012,2012
1,ML,surrendered,6/16/2012,2012
2,ML,killed,6/16/2012,2012
4,OR,arrested,6/16/2012,2012
4,MN,arrested,6/16/2012,2012
1,MN,arrested,6/16/2012,2012
3,CT,arrested,6/16/2012,2012
5,AS,injured,6/16/2012,2012
5,AS,arrested,6/16/2012,2012
1,JH,arrested,6/16/2012,2012
2,PB,arrested,6/16/2012,2012
1,NA,arrested,6/18/2012,2012
3,JK,injured,6/18/2012,2012
1,JK,injured,6/18/2012,2012
1,MN,arrested,6/18/2012,2012
2,NL,arrested,6/18/2012,2012
3,JK,arrested,6/18/2012,2012
4,JK,arrested,6/18/2012,2012
7,JK,injured,6/18/2012,2012
2,NA,arrested,6/18/2012,2012
1,AS,arrested,6/18/2012,2012
2,OR,surrendered,6/19/2012,2012
2,MN,arrested,6/19/2012,2012
3,TR,arrested,6/19/2012,2012
1,TR,surrendered,6/19/2012,2012
2,JH,arrested,6/19/2012,2012
1,NA,arrested,6/19/2012,2012
1,JK,killed,6/20/2012,2012
2,NA,killed,6/20/2012,2012
4,NA,injured,6/20/2012,2012
0,NA,surrendered,6/20/2012,2012
1,MN,arrested,6/20/2012,2012
1,MN,arrested,6/20/2012,2012
4,NA,arrested,6/20/2012,2012
0,AS,arrested,6/20/2012,2012
1,BR|JH,arrested,6/20/2012,2012
1,NA,arrested,6/20/2012,2012
3,AS,killed,6/21/2012,2012
1,MN,arrested,6/21/2012,2012
1,BR|JH,arrested,6/21/2012,2012
2,NA,arrested,6/21/2012,2012
1,NA,arrested,6/21/2012,2012
1,ML,arrested,6/21/2012,2012
6,MN,killed,6/22/2012,2012
1,MN,arrested,6/22/2012,2012
2,NA,arrested,6/22/2012,2012
1,BR|JH,arrested,6/22/2012,2012
1,NA,arrested,6/22/2012,2012
1,NA,arrested,6/22/2012,2012
1,AP,surrendered,6/22/2012,2012
0,TR,arrested,6/23/2012,2012
1,MN,arrested,6/23/2012,2012
2,MN,arrested,6/23/2012,2012
2,AS,arrested,6/23/2012,2012
0,NA,surrendered,6/23/2012,2012
4,AS,killed,6/24/2012,2012
1,CT,killed,6/25/2012,2012
5,CT,arrested,6/25/2012,2012
17,MN,arrested,6/25/2012,2012
1,MN,arrested,6/25/2012,2012
3,AS,arrested,6/25/2012,2012
1,AS,arrested,6/25/2012,2012
1,ML,arrested,6/25/2012,2012
5,BR|JH,arrested,6/25/2012,2012
2,BR|JH,arrested,6/25/2012,2012
3,JH,arrested,6/25/2012,2012
0,JH,killing,6/25/2012,2012
1,NA,arrested,6/25/2012,2012
1,NA,arrested,6/25/2012,2012
50,JK,injured,6/26/2012,2012
1,MN,arrested,6/26/2012,2012
1,OR,arrested,6/26/2012,2012
4,NA,arrested,6/26/2012,2012
1,NA,arrested,6/26/2012,2012
1,OR,killed,6/27/2012,2012
1,JH,killed,6/27/2012,2012
12,JH,injured,6/27/2012,2012
3,JK,injured,6/27/2012,2012
1,MN,arrested,6/27/2012,2012
2,NA,arrested,6/27/2012,2012
4,AS,arrested,6/27/2012,2012
1,NA,arrested,6/27/2012,2012
2,MN,arrested,6/28/2012,2012
1,MN,arrested,6/28/2012,2012
1,JH,arrested,6/28/2012,2012
1,AS,arrested,6/28/2012,2012
3,JH,injured,6/29/2012,2012
1,WB,arrested,6/29/2012,2012
2,BR|JH,arrested,6/29/2012,2012
1,MN,arrested,6/29/2012,2012
20,CT,killed,6/30/2012,2012
2,CT,killed,6/30/2012,2012
0,MH,injured,6/30/2012,2012
1,MN,arrested,6/30/2012,2012
1,MN,arrested,6/30/2012,2012
1,MN,arrested,6/30/2012,2012
0,AP,kill,6/30/2012,2012
1,NA,arrested,6/30/2012,2012
1,NA,arrested,6/30/2012,2012
0,NA,arrested,6/30/2012,2012
3,AS,arrested,7/1/2012,2012
1,JK,killed,7/1/2012,2012
3,JH,killed,7/2/2012,2012
1,JH,injured,7/2/2012,2012
2,BR|JH,killed,7/2/2012,2012
1,BR|JH,arrested,7/2/2012,2012
3,NL,arrested,7/2/2012,2012
6,AP,arrested,7/2/2012,2012
2,AS,arrested,7/2/2012,2012
1,JH,killed,7/3/2012,2012
1,MN,injured,7/3/2012,2012
1,MN,arrested,7/3/2012,2012
25,AP,arrested,7/3/2012,2012
3,BR|JH,arrested,7/3/2012,2012
12,JK,injured,7/4/2012,2012
7,JK,arrested,7/4/2012,2012
1,CT,killed,7/4/2012,2012
3,PB,arrested,7/4/2012,2012
2,MN,arrested,7/4/2012,2012
6,NA,arrested,7/4/2012,2012
1,MN,injured,7/5/2012,2012
6,MN,arrested,7/5/2012,2012
1,MN,arrested,7/5/2012,2012
1,MN,arrested,7/5/2012,2012
2,CT,injuring,7/5/2012,2012
0,CT,killing,7/5/2012,2012
1,JK,injured,7/5/2012,2012
2,AS,arrested,7/5/2012,2012
1,WB,arrested,7/5/2012,2012
3,TR,surrendered,7/5/2012,2012
1,JH,arrested,7/5/2012,2012
0,NA,killed,7/5/2012,2012
3,JK,killed,7/6/2012,2012
1,MN,arrested,7/6/2012,2012
1,MN,arrested,7/6/2012,2012
2,NA,arrested,7/6/2012,2012
1,AS,arrested,7/6/2012,2012
1,AS,arrested,7/6/2012,2012
2,JK,killed,7/7/2012,2012
4,JK,injured,7/7/2012,2012
2,OR,arrested,7/7/2012,2012
1,MN,arrested,7/7/2012,2012
0,ML,arresting,7/7/2012,2012
1,JK,killing,7/8/2012,2012
1,JK,injuring,7/8/2012,2012
3,MN,injured,7/9/2012,2012
1,BR|JH,arrested,7/9/2012,2012
35,NA,killed,7/9/2012,2012
4,AP,arrested,7/10/2012,2012
1,ML,arrested,7/10/2012,2012
1,NL,arrested,7/10/2012,2012
1,MH,arrested,7/10/2012,2012
6,AS,surrendered,7/11/2012,2012
5,AS,arrested,7/11/2012,2012
2,AS,arrested,7/11/2012,2012
1,AS,arrested,7/11/2012,2012
1,OR,killed,7/12/2012,2012
1,MN,arrested,7/12/2012,2012
2,MN,arrested,7/12/2012,2012
1,MN,arrested,7/12/2012,2012
3,JK,arrested,7/12/2012,2012
2,BR|JH,arrested,7/12/2012,2012
1,ML,killed,7/13/2012,2012
3,OR,arrested,7/13/2012,2012
1,MN,arrested,7/13/2012,2012
1,NA,arrested,7/13/2012,2012
4,NA,arrested,7/13/2012,2012
3,AS,killed,7/14/2012,2012
4,JH,injured,7/14/2012,2012
2,JH,arrested,7/14/2012,2012
2,NA,arrested,7/14/2012,2012
2,NA,arrested,7/14/2012,2012
2,NA,killing,7/14/2012,2012
1,NA,arrested,7/14/2012,2012
19,NA,killed,7/14/2012,2012
1,MN,arrested,7/16/2012,2012
2,NA,arrested,7/16/2012,2012
3,NA,arrested,7/16/2012,2012
1,AS,arrested,7/16/2012,2012
1,JK,arrested,7/16/2012,2012
1,NA,arrested,7/16/2012,2012
1,AS,killed,7/17/2012,2012
1,AS,arrested,7/17/2012,2012
9,AP,arrested,7/17/2012,2012
1,MN,arrested,7/17/2012,2012
1,JH,arrested,7/17/2012,2012
1,JH,arrested,7/17/2012,2012
1,MN,arrested,7/18/2012,2012
1,AP,arrested,7/18/2012,2012
2,AP,arrested,7/18/2012,2012
1,WB,arrested,7/18/2012,2012
1,AS,arrested,7/18/2012,2012
1,WB,arrested,7/18/2012,2012
1,JH,arrested,7/18/2012,2012
1,NA,arrested,7/19/2012,2012
3,MN,injured,7/20/2012,2012
1,NL,arrested,7/20/2012,2012
1,JK,arrested,7/20/2012,2012
1,NA,arrested,7/20/2012,2012
1,NA,killed,7/21/2012,2012
2,NA,arrested,7/21/2012,2012
1,NA,arrested,7/21/2012,2012
1,JK,killed,7/21/2012,2012
1,NA,killed,7/21/2012,2012
1,MH,arrested,7/21/2012,2012
1,ML,killed,7/22/2012,2012
14,NA,killed,7/23/2012,2012
1,MH,killed,7/23/2012,2012
1,MN,arrested,7/23/2012,2012
1,ML,injuring,7/23/2012,2012
2,ML,arrested,7/23/2012,2012
1,ML,arrested,7/23/2012,2012
2,AS,arrested,7/23/2012,2012
2,AS,arrested,7/23/2012,2012
8,BR|JH,arrested,7/23/2012,2012
3,BR|JH,arrested,7/23/2012,2012
4,BR|JH,arrested,7/23/2012,2012
1,BR|JH,arrested,7/23/2012,2012
1,WB,arrested,7/23/2012,2012
1,AR,arrested,7/23/2012,2012
18,AS,killed,7/24/2012,2012
2,JH,killing,7/24/2012,2012
4,JH,injured,7/24/2012,2012
2,JH,killed,7/24/2012,2012
1,TR,killed,7/24/2012,2012
1,AP,arrested,7/24/2012,2012
2,WB,arrested,7/24/2012,2012
1,MN,arrested,7/24/2012,2012
1,NA,arrested,7/24/2012,2012
5,AS,killed,7/25/2012,2012
1,NA,killed,7/25/2012,2012
1,NA,injured,7/25/2012,2012
1,JK,injured,7/25/2012,2012
6,NA,arrested,7/25/2012,2012
3,CT|MP,arrested,7/25/2012,2012
148,NA,surrendered,7/25/2012,2012
9,NA,arrested,7/25/2012,2012
3,MN,arrested,7/26/2012,2012
167,MN,killed,7/26/2012,2012
1,JK,killed,7/26/2012,2012
20,JK,injured,7/26/2012,2012
3,BR|JH,arrested,7/26/2012,2012
1,NA,killed,7/27/2012,2012
15,JK,injured,7/27/2012,2012
1,AS,surrendered,7/27/2012,2012
33,AR,arrested,7/27/2012,2012
1,NA,arrested,7/27/2012,2012
59,NA,killed,7/28/2012,2012
1,MN,killed,7/28/2012,2012
1,MN,killed,7/28/2012,2012
1,MN,arrested,7/28/2012,2012
1,JK,arrested,7/28/2012,2012
30,JK,injured,7/28/2012,2012
1,JK,killed,7/28/2012,2012
3,NA,arrested,7/28/2012,2012
3,OR,arrested,7/28/2012,2012
1,WB,arrested,7/28/2012,2012
1,NA,arrested,7/28/2012,2012
2,JK,killed,7/29/2012,2012
4,JK,injured,7/29/2012,2012
5,NA,arrested,7/29/2012,2012
2,WB,arrested,7/29/2012,2012
1,WB,arrested,7/29/2012,2012
2,WB,arrested,7/29/2012,2012
1,NA,killed,7/30/2012,2012
11,NA,arrested,7/30/2012,2012
3,NA,injured,7/30/2012,2012
1,NA,arrested,7/30/2012,2012
1,JK,injured,7/30/2012,2012
2,AS,arrested,7/30/2012,2012
2,AS,arrested,7/30/2012,2012
1,AR,arrested,7/30/2012,2012
1,NA,arrested,7/30/2012,2012
1,NA,arrested,7/31/2012,2012
2,NA,arrested,7/31/2012,2012
2,NA,arrested,7/31/2012,2012
2,NA,arrested,7/31/2012,2012
1,JK,arrested,7/31/2012,2012
1,AS,killed,8/1/2012,2012
6,AS,injured,8/1/2012,2012
1,JK,injured,8/1/2012,2012
5,NA,arrested,8/1/2012,2012
2,JH,arrested,8/1/2012,2012
1,MH,arrested,8/1/2012,2012
1,MH,arrested,8/1/2012,2012
1,MH,injuring,8/2/2012,2012
5,JH,arrested,8/2/2012,2012
4,AS,arrested,8/2/2012,2012
1,AS,killing,8/2/2012,2012
6,AS,injuring,8/2/2012,2012
2,BR|JH,arrested,8/2/2012,2012
1,NA,injured,8/2/2012,2012
0,NA,injured,8/3/2012,2012
5,NL,arrested,8/3/2012,2012
3,NL,killed,8/4/2012,2012
1,JH,injured,8/4/2012,2012
1,CT,killed,8/4/2012,2012
5,AP,arrested,8/4/2012,2012
2,WB,arrested,8/4/2012,2012
5,GJ,injured,8/4/2012,2012
2,AS,arrested,8/6/2012,2012
3,NA,arrested,8/6/2012,2012
1,WB,arrested,8/6/2012,2012
1,WB,arrested,8/6/2012,2012
1,NA,arrested,8/6/2012,2012
3,AS,killed,8/7/2012,2012
2,AS,injured,8/7/2012,2012
3,AS,killed,8/7/2012,2012
1,AS,arrested,8/7/2012,2012
2,CT,killed,8/7/2012,2012
1,JK,arrested,8/7/2012,2012
0,JK,killed,8/7/2012,2012
3,KL,arrested,8/7/2012,2012
1,OR,arrested,8/7/2012,2012
2,NA,arrested,8/7/2012,2012
2,AS,killed,8/8/2012,2012
0,AS,injured,8/8/2012,2012
3,AS,arrested,8/8/2012,2012
73,AS,killed,8/8/2012,2012
2,JH,killed,8/8/2012,2012
1,JH,arrested,8/8/2012,2012
2,NA,killed,8/8/2012,2012
1,AS,killed,8/9/2012,2012
0,AS,arrested,8/9/2012,2012
7,JK,injuring,8/9/2012,2012
5,NL,arrested,8/9/2012,2012
1,NA,killed,8/9/2012,2012
2,JH,arrested,8/9/2012,2012
1,JH,arrested,8/9/2012,2012
1,AP,surrendered,8/9/2012,2012
1,NA,arrested,8/9/2012,2012
1,AS,killed,8/10/2012,2012
1,JK,killed,8/10/2012,2012
1,JK,killed,8/10/2012,2012
5,ML,arrested,8/10/2012,2012
2,JH,arrested,8/10/2012,2012
1,MH,arrested,8/10/2012,2012
5,OR,killed,8/10/2012,2012
3,JH,killed,8/11/2012,2012
1,JH,killed,8/11/2012,2012
3,AR,arrested,8/11/2012,2012
100,NA,killed,8/11/2012,2012
1,NA,arrested,8/11/2012,2012
1,MH,arrested,8/11/2012,2012
1,NA,killed,8/11/2012,2012
4,NA,arrested,8/11/2012,2012
1,MH,arrested,8/11/2012,2012
3,MN,arrested,8/13/2012,2012
3,NA,arrested,8/13/2012,2012
1,OR,arrested,8/13/2012,2012
1,ML,arrested,8/13/2012,2012
1,MH,arrested,8/13/2012,2012
1,AS,arrested,8/14/2012,2012
1,MN,arrested,8/14/2012,2012
2,MN,arrested,8/14/2012,2012
1,MN,arrested,8/14/2012,2012
1,MN,arrested,8/14/2012,2012
1,NA,arrested,8/14/2012,2012
3,AS,injured,8/15/2012,2012
2,MN,injured,8/16/2012,2012
2,MN,injured,8/16/2012,2012
2,MN,injured,8/16/2012,2012
3,AS,arrested,8/16/2012,2012
